,Fund1,Fund2,DTW_distance
1377,Delaware Ivy Accumulative Fund,MainStay WMC Growth Fd,757.320715750373
1378,Delaware Ivy Accumulative Fund,Morgan Stanley Insight Fund,1713.4950524624785
1379,Delaware Ivy Accumulative Fund,Neuberger Berman Large Cap Growth Fund,705.9889968738376
1380,Delaware Ivy Accumulative Fund,Nuveen Winslow Large-Cap Growth ESG Fund,831.4166851561698
1381,Delaware Ivy Accumulative Fund,Optimum Large Cap Growth Fund,883.251997433409
1382,Delaware Ivy Accumulative Fund,PACE Large Co Growth Equity Invmt,618.856140845542
1383,Delaware Ivy Accumulative Fund,PGIM Jennison Blend Fund,765.959086022847
1384,Delaware Ivy Accumulative Fund,PGIM Jennison Growth Fund,1200.357332412721
1385,Delaware Ivy Accumulative Fund,Pioneer Disciplined Growth Fund,667.1011145584417
1386,Delaware Ivy Accumulative Fund,Pioneer Fundamental Growth Fund,1009.5465572039088
1387,Delaware Ivy Accumulative Fund,Polen Growth Fund,1121.9949223654191
1388,Delaware Ivy Accumulative Fund,PrimeCap Odyssey Growth Fund,1147.6376455874163
1389,Delaware Ivy Accumulative Fund,Principal LargeCap Growth Fund I,995.5883801362329
1390,Delaware Ivy Accumulative Fund,Putnam Large Cap Growth Fund,877.096615525981
1391,Delaware Ivy Accumulative Fund,Putnam Sustainable Leaders Fund,764.6253900223163
1392,Delaware Ivy Accumulative Fund,SEI Large Cap Growth (SIMT) Fund,645.4042882031712
1393,Delaware Ivy Accumulative Fund,Schwab Select Large Cap Growth Fund,975.1449805911191
1394,Delaware Ivy Accumulative Fund,T. Rowe Price Instl Large Cap Core Gr Fd,922.0121105557548
1395,Delaware Ivy Accumulative Fund,TCW Select Equities Fund,947.325117773611
1396,Delaware Ivy Accumulative Fund,TIAA-CREF Large-Cap Growth Fund,1030.988189273302
1397,Delaware Ivy Accumulative Fund,Thrivent Large Cap Growth Fund,973.0603672783556
1398,Delaware Ivy Accumulative Fund,Transamerica Capital Growth Fund,1482.6607215922684
1399,Delaware Ivy Accumulative Fund,Transamerica US Growth,836.7450087373899
1400,Delaware Ivy Accumulative Fund,VALIC Company I Growth Fund,753.4555060070544
1401,Delaware Ivy Accumulative Fund,VY® T. Rowe Price Growth Equity Port,835.2099596405322
1402,Delaware Ivy Accumulative Fund,Vanguard US Growth Portfolio,873.5641371409225
1403,Delaware Ivy Accumulative Fund,Victory Aggressive Growth,708.5290690968482
1404,Delaware Ivy Accumulative Fund,Victory Growth,873.5810970684846
1405,Delaware Ivy Accumulative Fund,Voya Large Cap Growth Port,1148.7006911284855
1406,Delaware Ivy Accumulative Fund,Wedgewood Fund,777.4788059816277
1407,Delaware Ivy Large Cap Growth Fund,Edgewood Growth Fund,807.664338768413
1408,Delaware Ivy Large Cap Growth Fund,Elfun Trusts,1081.713047972612
1409,Delaware Ivy Large Cap Growth Fund,Federated Hermes Kaufmann Lrg Cp Fd,711.9540945033575
1410,Delaware Ivy Large Cap Growth Fund,Fidelity Advisor® Equity Growth Fund,478.43887907934675
1411,Delaware Ivy Large Cap Growth Fund,Fidelity Advisor® Growth Opps Fd,780.2705198790236
1412,Delaware Ivy Large Cap Growth Fund,Fidelity® Capital Appreciation Fund,619.3739389646688
1413,Delaware Ivy Large Cap Growth Fund,Fidelity® Focused Stock Fund,778.9896015567874
1414,Delaware Ivy Large Cap Growth Fund,Fidelity® Growth Discovery Fund,489.3959328045771
1415,Delaware Ivy Large Cap Growth Fund,Fidelity® Large Cap Growth Enh Idx Fd,676.9766463733546
1416,Delaware Ivy Large Cap Growth Fund,Fidelity® Trend Fund,521.6054524097455
1417,Delaware Ivy Large Cap Growth Fund,GuideStone Funds Growth Equity Fund,601.2894787612199
1418,Delaware Ivy Large Cap Growth Fund,Hartford Growth Opportunities Fund,844.7224242776645
1419,Delaware Ivy Large Cap Growth Fund,Invesco Capital Appreciation Fd,596.9545312882489
1420,Delaware Ivy Large Cap Growth Fund,Invesco Summit Fund,603.637451405912
1421,Delaware Ivy Large Cap Growth Fund,JHFunds2 Capital Appreciation Fund,650.2952241924098
1422,Delaware Ivy Large Cap Growth Fund,JHancock Blue Chip Growth Fund,654.40698791557
1423,Delaware Ivy Large Cap Growth Fund,JHancock US Global Leaders Growth Fund,655.2922216343904
1424,Delaware Ivy Large Cap Growth Fund,JNL/BlackRock Large Cap Select Growth Fd,555.7989126671005
1425,Delaware Ivy Large Cap Growth Fund,JNL/T. Rowe Price Established Growth Fd,621.107811732493
1426,Delaware Ivy Large Cap Growth Fund,Jackson Square Large Cap Growth Fd,826.2672697821532
1427,Delaware Ivy Large Cap Growth Fund,Janus Henderson Forty Fund,685.2933819914131
1428,Delaware Ivy Large Cap Growth Fund,Janus Henderson Research Fund,472.8273123213253
1429,Delaware Ivy Large Cap Growth Fund,John Hancock Funds III U.S. Growth Fd,502.9117726658483
1430,Delaware Ivy Large Cap Growth Fund,Loomis Sayles Growth Fund,819.0344606374987
1431,Delaware Ivy Large Cap Growth Fund,Lord Abbett Growth Leaders Fund,770.5479398839307
1432,Delaware Ivy Large Cap Growth Fund,MFS Massachusetts Investors Gr Stk Fund,702.5963663617657
1433,Delaware Ivy Large Cap Growth Fund,MainStay WMC Growth Fd,659.2039783329034
1434,Delaware Ivy Large Cap Growth Fund,Morgan Stanley Insight Fund,1243.9308916573273
1435,Delaware Ivy Large Cap Growth Fund,Neuberger Berman Large Cap Growth Fund,613.9202920398445
1436,Delaware Ivy Large Cap Growth Fund,Nuveen Winslow Large-Cap Growth ESG Fund,568.351478938032
1437,Delaware Ivy Large Cap Growth Fund,Optimum Large Cap Growth Fund,584.0993339173681
1438,Delaware Ivy Large Cap Growth Fund,PACE Large Co Growth Equity Invmt,507.1250042458373
1439,Delaware Ivy Large Cap Growth Fund,PGIM Jennison Blend Fund,663.173262503244
1440,Delaware Ivy Large Cap Growth Fund,PGIM Jennison Growth Fund,661.3528566593718
1441,Delaware Ivy Large Cap Growth Fund,Pioneer Disciplined Growth Fund,510.8630126979291
1442,Delaware Ivy Large Cap Growth Fund,Pioneer Fundamental Growth Fund,689.0868999393118
1443,Delaware Ivy Large Cap Growth Fund,Polen Growth Fund,711.7200953182788
1444,Delaware Ivy Large Cap Growth Fund,PrimeCap Odyssey Growth Fund,768.8291972838125
1445,Delaware Ivy Large Cap Growth Fund,Principal LargeCap Growth Fund I,670.4968308609565
1446,Delaware Ivy Large Cap Growth Fund,Putnam Large Cap Growth Fund,516.8153696359785
1447,Delaware Ivy Large Cap Growth Fund,Putnam Sustainable Leaders Fund,474.03968685897075
1448,Delaware Ivy Large Cap Growth Fund,SEI Large Cap Growth (SIMT) Fund,527.7829740207758
1449,Delaware Ivy Large Cap Growth Fund,Schwab Select Large Cap Growth Fund,624.1875351363751
1450,Delaware Ivy Large Cap Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,653.4339586257536
1451,Delaware Ivy Large Cap Growth Fund,TCW Select Equities Fund,789.489966326193
1452,Delaware Ivy Large Cap Growth Fund,TIAA-CREF Large-Cap Growth Fund,821.2953889890734
1453,Delaware Ivy Large Cap Growth Fund,Thrivent Large Cap Growth Fund,593.4986809892869
1454,Delaware Ivy Large Cap Growth Fund,Transamerica Capital Growth Fund,983.5145882666754
1455,Delaware Ivy Large Cap Growth Fund,Transamerica US Growth,499.8562171813869
1456,Delaware Ivy Large Cap Growth Fund,VALIC Company I Growth Fund,574.8814249400405
1457,Delaware Ivy Large Cap Growth Fund,VY® T. Rowe Price Growth Equity Port,625.7882725851633
1458,Delaware Ivy Large Cap Growth Fund,Vanguard US Growth Portfolio,769.8785546182665
1459,Delaware Ivy Large Cap Growth Fund,Victory Aggressive Growth,689.695962094916
1460,Delaware Ivy Large Cap Growth Fund,Victory Growth,496.46979945738906
1461,Delaware Ivy Large Cap Growth Fund,Voya Large Cap Growth Port,605.9268081422243
1462,Delaware Ivy Large Cap Growth Fund,Wedgewood Fund,930.3195463052517
1463,Edgewood Growth Fund,Elfun Trusts,1254.5035127480817
1464,Edgewood Growth Fund,Federated Hermes Kaufmann Lrg Cp Fd,797.9332165062916
1465,Edgewood Growth Fund,Fidelity Advisor® Equity Growth Fund,834.3799945697272
1466,Edgewood Growth Fund,Fidelity Advisor® Growth Opps Fd,782.968219497884
1467,Edgewood Growth Fund,Fidelity® Capital Appreciation Fund,537.4108193256451
1468,Edgewood Growth Fund,Fidelity® Focused Stock Fund,920.9696434129693
1469,Edgewood Growth Fund,Fidelity® Growth Discovery Fund,640.8382733378892
1470,Edgewood Growth Fund,Fidelity® Large Cap Growth Enh Idx Fd,647.3327794394024
1471,Edgewood Growth Fund,Fidelity® Trend Fund,684.0649481768713
1472,Edgewood Growth Fund,GuideStone Funds Growth Equity Fund,906.4980385449134
1473,Edgewood Growth Fund,Hartford Growth Opportunities Fund,805.1595581389867
1474,Edgewood Growth Fund,Invesco Capital Appreciation Fd,862.6884605382301
1475,Edgewood Growth Fund,Invesco Summit Fund,722.9482846415478
1476,Edgewood Growth Fund,JHFunds2 Capital Appreciation Fund,696.35332159846
1477,Edgewood Growth Fund,JHancock Blue Chip Growth Fund,613.4914854514582
1478,Edgewood Growth Fund,JHancock US Global Leaders Growth Fund,859.4622874864651
1479,Edgewood Growth Fund,JNL/BlackRock Large Cap Select Growth Fd,675.7432119252243
1480,Edgewood Growth Fund,JNL/T. Rowe Price Established Growth Fd,481.1920860278024
1481,Edgewood Growth Fund,Jackson Square Large Cap Growth Fd,1011.9961069804251
1482,Edgewood Growth Fund,Janus Henderson Forty Fund,698.17113905449
1483,Edgewood Growth Fund,Janus Henderson Research Fund,683.9246933421235
1484,Edgewood Growth Fund,John Hancock Funds III U.S. Growth Fd,828.4363013827989
1485,Edgewood Growth Fund,Loomis Sayles Growth Fund,577.6842017661386
1486,Edgewood Growth Fund,Lord Abbett Growth Leaders Fund,628.049093300351
1487,Edgewood Growth Fund,MFS Massachusetts Investors Gr Stk Fund,681.6216763631609
1488,Edgewood Growth Fund,MainStay WMC Growth Fd,762.7700599999946
1489,Edgewood Growth Fund,Morgan Stanley Insight Fund,1193.9447966460245
1490,Edgewood Growth Fund,Neuberger Berman Large Cap Growth Fund,818.4052110097199
1491,Edgewood Growth Fund,Nuveen Winslow Large-Cap Growth ESG Fund,725.0631023029832
1492,Edgewood Growth Fund,Optimum Large Cap Growth Fund,704.4244594958851
1493,Edgewood Growth Fund,PACE Large Co Growth Equity Invmt,890.2190439892969
1494,Edgewood Growth Fund,PGIM Jennison Blend Fund,857.6704844158501
1495,Edgewood Growth Fund,PGIM Jennison Growth Fund,670.6443251605069
1496,Edgewood Growth Fund,Pioneer Disciplined Growth Fund,671.1619620306095
1497,Edgewood Growth Fund,Pioneer Fundamental Growth Fund,898.5429886189419
1498,Edgewood Growth Fund,Polen Growth Fund,415.0099407173779
1499,Edgewood Growth Fund,PrimeCap Odyssey Growth Fund,553.6933340303756
1500,Edgewood Growth Fund,Principal LargeCap Growth Fund I,558.9531457516313
1501,Edgewood Growth Fund,Putnam Large Cap Growth Fund,495.7899138073355
1502,Edgewood Growth Fund,Putnam Sustainable Leaders Fund,696.2064752486953
1503,Edgewood Growth Fund,SEI Large Cap Growth (SIMT) Fund,947.1260146635767
1504,Edgewood Growth Fund,Schwab Select Large Cap Growth Fund,652.8345600811588
1505,Edgewood Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,631.4116329118868
1506,Edgewood Growth Fund,TCW Select Equities Fund,798.40237864838
1507,Edgewood Growth Fund,TIAA-CREF Large-Cap Growth Fund,862.3132991436896
1508,Edgewood Growth Fund,Thrivent Large Cap Growth Fund,596.9352262349882
1509,Edgewood Growth Fund,Transamerica Capital Growth Fund,849.4109534883845
1510,Edgewood Growth Fund,Transamerica US Growth,871.8459678717796
1511,Edgewood Growth Fund,VALIC Company I Growth Fund,756.3314130065894
1512,Edgewood Growth Fund,VY® T. Rowe Price Growth Equity Port,720.984298968047
1513,Edgewood Growth Fund,Vanguard US Growth Portfolio,805.2656995192795
1514,Edgewood Growth Fund,Victory Aggressive Growth,970.4481250855835
1515,Edgewood Growth Fund,Victory Growth,637.2513638992933
1516,Edgewood Growth Fund,Voya Large Cap Growth Port,882.4397421048074
1517,Edgewood Growth Fund,Wedgewood Fund,1056.9512922819674
1518,Elfun Trusts,Federated Hermes Kaufmann Lrg Cp Fd,815.8387913078584
1519,Elfun Trusts,Fidelity Advisor® Equity Growth Fund,1099.8387087557107
1520,Elfun Trusts,Fidelity Advisor® Growth Opps Fd,1100.1182050352022
1521,Elfun Trusts,Fidelity® Capital Appreciation Fund,988.3544945523059
1522,Elfun Trusts,Fidelity® Focused Stock Fund,964.1736337744545
1523,Elfun Trusts,Fidelity® Growth Discovery Fund,1000.7427035485939
1524,Elfun Trusts,Fidelity® Large Cap Growth Enh Idx Fd,776.5863592052192
1525,Elfun Trusts,Fidelity® Trend Fund,847.8507882483578
1526,Elfun Trusts,GuideStone Funds Growth Equity Fund,923.0938636215308
1527,Elfun Trusts,Hartford Growth Opportunities Fund,1196.1544867803489
1528,Elfun Trusts,Invesco Capital Appreciation Fd,925.7616870982575
1529,Elfun Trusts,Invesco Summit Fund,883.0560627278413
1530,Elfun Trusts,JHFunds2 Capital Appreciation Fund,1120.5230412895849
1531,Elfun Trusts,JHancock Blue Chip Growth Fund,1128.1556314403747
1532,Elfun Trusts,JHancock US Global Leaders Growth Fund,991.4380576795555
1533,Elfun Trusts,JNL/BlackRock Large Cap Select Growth Fd,886.4534764178665
1534,Elfun Trusts,JNL/T. Rowe Price Established Growth Fd,1142.3309074040349
1535,Elfun Trusts,Jackson Square Large Cap Growth Fd,1125.200610428676
1536,Elfun Trusts,Janus Henderson Forty Fund,740.5755985471967
1537,Elfun Trusts,Janus Henderson Research Fund,951.7741597811618
1538,Elfun Trusts,John Hancock Funds III U.S. Growth Fd,851.9415780744242
1539,Elfun Trusts,Loomis Sayles Growth Fund,1253.2258904568266
1540,Elfun Trusts,Lord Abbett Growth Leaders Fund,1205.2886304089757
1541,Elfun Trusts,MFS Massachusetts Investors Gr Stk Fund,1031.4425277022374
1542,Elfun Trusts,MainStay WMC Growth Fd,799.9552114287492
1543,Elfun Trusts,Morgan Stanley Insight Fund,1834.9556380119404
1544,Elfun Trusts,Neuberger Berman Large Cap Growth Fund,837.0607663426617
1545,Elfun Trusts,Nuveen Winslow Large-Cap Growth ESG Fund,850.8580170098237
1546,Elfun Trusts,Optimum Large Cap Growth Fund,1075.8410821754285
1547,Elfun Trusts,PACE Large Co Growth Equity Invmt,891.2253535799132
1548,Elfun Trusts,PGIM Jennison Blend Fund,965.9145968957414
1549,Elfun Trusts,PGIM Jennison Growth Fund,1190.322053654956
1550,Elfun Trusts,Pioneer Disciplined Growth Fund,869.4562072291665
1551,Elfun Trusts,Pioneer Fundamental Growth Fund,1026.6591730929667
1552,Elfun Trusts,Polen Growth Fund,1172.1632520413666
1553,Elfun Trusts,PrimeCap Odyssey Growth Fund,1328.1717916773075
1554,Elfun Trusts,Principal LargeCap Growth Fund I,1055.6435228732182
1555,Elfun Trusts,Putnam Large Cap Growth Fund,1028.1034516057987
1556,Elfun Trusts,Putnam Sustainable Leaders Fund,1055.5827372222
1557,Elfun Trusts,SEI Large Cap Growth (SIMT) Fund,905.030942017831
1558,Elfun Trusts,Schwab Select Large Cap Growth Fund,971.9732619605743
1559,Elfun Trusts,T. Rowe Price Instl Large Cap Core Gr Fd,957.8092633849924
1560,Elfun Trusts,TCW Select Equities Fund,1124.870809889485
1561,Elfun Trusts,TIAA-CREF Large-Cap Growth Fund,803.2817161191547
1562,Elfun Trusts,Thrivent Large Cap Growth Fund,1037.246897690631
1563,Elfun Trusts,Transamerica Capital Growth Fund,1567.7073913799154
1564,Elfun Trusts,Transamerica US Growth,891.3726636553852
1565,Elfun Trusts,VALIC Company I Growth Fund,920.6976817945422
1566,Elfun Trusts,VY® T. Rowe Price Growth Equity Port,965.1732572135892
1567,Elfun Trusts,Vanguard US Growth Portfolio,755.1172917356786
1568,Elfun Trusts,Victory Aggressive Growth,979.4221139499646
1569,Elfun Trusts,Victory Growth,950.2261079938161
1570,Elfun Trusts,Voya Large Cap Growth Port,1196.2635141193007
1571,Elfun Trusts,Wedgewood Fund,1024.251871157248
1572,Federated Hermes Kaufmann Lrg Cp Fd,Fidelity Advisor® Equity Growth Fund,705.604585103628
1573,Federated Hermes Kaufmann Lrg Cp Fd,Fidelity Advisor® Growth Opps Fd,856.7973471880547
1574,Federated Hermes Kaufmann Lrg Cp Fd,Fidelity® Capital Appreciation Fund,490.28198615409866
1575,Federated Hermes Kaufmann Lrg Cp Fd,Fidelity® Focused Stock Fund,676.5190508808594
1576,Federated Hermes Kaufmann Lrg Cp Fd,Fidelity® Growth Discovery Fund,465.4781117202338
1577,Federated Hermes Kaufmann Lrg Cp Fd,Fidelity® Large Cap Growth Enh Idx Fd,548.6825544341799
1578,Federated Hermes Kaufmann Lrg Cp Fd,Fidelity® Trend Fund,520.0049628174038
1579,Federated Hermes Kaufmann Lrg Cp Fd,GuideStone Funds Growth Equity Fund,621.5918077920567
1580,Federated Hermes Kaufmann Lrg Cp Fd,Hartford Growth Opportunities Fund,869.0725778421634
1581,Federated Hermes Kaufmann Lrg Cp Fd,Invesco Capital Appreciation Fd,621.3282440196446
1582,Federated Hermes Kaufmann Lrg Cp Fd,Invesco Summit Fund,569.1731094083218
1583,Federated Hermes Kaufmann Lrg Cp Fd,JHFunds2 Capital Appreciation Fund,752.2889727107172
1584,Federated Hermes Kaufmann Lrg Cp Fd,JHancock Blue Chip Growth Fund,697.4772994411821
1585,Federated Hermes Kaufmann Lrg Cp Fd,JHancock US Global Leaders Growth Fund,517.8290371812808
1586,Federated Hermes Kaufmann Lrg Cp Fd,JNL/BlackRock Large Cap Select Growth Fd,516.3412337675035
1587,Federated Hermes Kaufmann Lrg Cp Fd,JNL/T. Rowe Price Established Growth Fd,602.2113383313225
1588,Federated Hermes Kaufmann Lrg Cp Fd,Jackson Square Large Cap Growth Fd,626.8394679369344
1589,Federated Hermes Kaufmann Lrg Cp Fd,Janus Henderson Forty Fund,675.2151131890234
1590,Federated Hermes Kaufmann Lrg Cp Fd,Janus Henderson Research Fund,476.3447403709967
1591,Federated Hermes Kaufmann Lrg Cp Fd,John Hancock Funds III U.S. Growth Fd,516.6292569814323
1592,Federated Hermes Kaufmann Lrg Cp Fd,Loomis Sayles Growth Fund,749.6176991672569
1593,Federated Hermes Kaufmann Lrg Cp Fd,Lord Abbett Growth Leaders Fund,880.4168742395574
1594,Federated Hermes Kaufmann Lrg Cp Fd,MFS Massachusetts Investors Gr Stk Fund,659.8547344070892
1595,Federated Hermes Kaufmann Lrg Cp Fd,MainStay WMC Growth Fd,582.5003485478419
1596,Federated Hermes Kaufmann Lrg Cp Fd,Morgan Stanley Insight Fund,1272.9325324147937
1597,Federated Hermes Kaufmann Lrg Cp Fd,Neuberger Berman Large Cap Growth Fund,523.8006363184338
1598,Federated Hermes Kaufmann Lrg Cp Fd,Nuveen Winslow Large-Cap Growth ESG Fund,552.9834516747569
1599,Federated Hermes Kaufmann Lrg Cp Fd,Optimum Large Cap Growth Fund,533.5952047572102
1600,Federated Hermes Kaufmann Lrg Cp Fd,PACE Large Co Growth Equity Invmt,573.3690608870143
1601,Federated Hermes Kaufmann Lrg Cp Fd,PGIM Jennison Blend Fund,540.7796118891529
1602,Federated Hermes Kaufmann Lrg Cp Fd,PGIM Jennison Growth Fund,776.487155607556
1603,Federated Hermes Kaufmann Lrg Cp Fd,Pioneer Disciplined Growth Fund,517.7324734598157
1604,Federated Hermes Kaufmann Lrg Cp Fd,Pioneer Fundamental Growth Fund,774.5793689551066
1605,Federated Hermes Kaufmann Lrg Cp Fd,Polen Growth Fund,637.8654765207219
1606,Federated Hermes Kaufmann Lrg Cp Fd,PrimeCap Odyssey Growth Fund,882.6433767537593
1607,Federated Hermes Kaufmann Lrg Cp Fd,Principal LargeCap Growth Fund I,573.230871678709
1608,Federated Hermes Kaufmann Lrg Cp Fd,Putnam Large Cap Growth Fund,519.3416187264202
1609,Federated Hermes Kaufmann Lrg Cp Fd,Putnam Sustainable Leaders Fund,608.0780607163584
1610,Federated Hermes Kaufmann Lrg Cp Fd,SEI Large Cap Growth (SIMT) Fund,529.0599301026119
1611,Federated Hermes Kaufmann Lrg Cp Fd,Schwab Select Large Cap Growth Fund,672.5190333171013
1612,Federated Hermes Kaufmann Lrg Cp Fd,T. Rowe Price Instl Large Cap Core Gr Fd,638.6813241082717
1613,Federated Hermes Kaufmann Lrg Cp Fd,TCW Select Equities Fund,702.3414106234809
1614,Federated Hermes Kaufmann Lrg Cp Fd,TIAA-CREF Large-Cap Growth Fund,733.5546718029062
1615,Federated Hermes Kaufmann Lrg Cp Fd,Thrivent Large Cap Growth Fund,564.560318752398
1616,Federated Hermes Kaufmann Lrg Cp Fd,Transamerica Capital Growth Fund,1254.752721188891
1617,Federated Hermes Kaufmann Lrg Cp Fd,Transamerica US Growth,732.2252424237898
1618,Federated Hermes Kaufmann Lrg Cp Fd,VALIC Company I Growth Fund,509.9510283125967
1619,Federated Hermes Kaufmann Lrg Cp Fd,VY® T. Rowe Price Growth Equity Port,585.1004362681253
1620,Federated Hermes Kaufmann Lrg Cp Fd,Vanguard US Growth Portfolio,704.2372507814208
1621,Federated Hermes Kaufmann Lrg Cp Fd,Victory Aggressive Growth,524.673749078675
1622,Federated Hermes Kaufmann Lrg Cp Fd,Victory Growth,524.8665673083557
1623,Federated Hermes Kaufmann Lrg Cp Fd,Voya Large Cap Growth Port,893.0997663352539
1624,Federated Hermes Kaufmann Lrg Cp Fd,Wedgewood Fund,536.1964036529452
1625,Fidelity Advisor® Equity Growth Fund,Fidelity Advisor® Growth Opps Fd,712.8384413838326
1626,Fidelity Advisor® Equity Growth Fund,Fidelity® Capital Appreciation Fund,537.7507006698868
1627,Fidelity Advisor® Equity Growth Fund,Fidelity® Focused Stock Fund,654.8827255616216
1628,Fidelity Advisor® Equity Growth Fund,Fidelity® Growth Discovery Fund,289.7234169748324
1629,Fidelity Advisor® Equity Growth Fund,Fidelity® Large Cap Growth Enh Idx Fd,542.1660894258666
1630,Fidelity Advisor® Equity Growth Fund,Fidelity® Trend Fund,468.9966865287249
1631,Fidelity Advisor® Equity Growth Fund,GuideStone Funds Growth Equity Fund,610.9729170576973
1632,Fidelity Advisor® Equity Growth Fund,Hartford Growth Opportunities Fund,885.9148645996929
1633,Fidelity Advisor® Equity Growth Fund,Invesco Capital Appreciation Fd,738.2084058522356
1634,Fidelity Advisor® Equity Growth Fund,Invesco Summit Fund,534.2514091613342
1635,Fidelity Advisor® Equity Growth Fund,JHFunds2 Capital Appreciation Fund,550.7616169619639
1636,Fidelity Advisor® Equity Growth Fund,JHancock Blue Chip Growth Fund,527.5869659498991
1637,Fidelity Advisor® Equity Growth Fund,JHancock US Global Leaders Growth Fund,772.7176583146803
1638,Fidelity Advisor® Equity Growth Fund,JNL/BlackRock Large Cap Select Growth Fd,500.7270033359531
1639,Fidelity Advisor® Equity Growth Fund,JNL/T. Rowe Price Established Growth Fd,617.3120891370338
1640,Fidelity Advisor® Equity Growth Fund,Jackson Square Large Cap Growth Fd,674.440392654818
1641,Fidelity Advisor® Equity Growth Fund,Janus Henderson Forty Fund,596.0951992438846
1642,Fidelity Advisor® Equity Growth Fund,Janus Henderson Research Fund,507.14564186922377
1643,Fidelity Advisor® Equity Growth Fund,John Hancock Funds III U.S. Growth Fd,491.43311528575
1644,Fidelity Advisor® Equity Growth Fund,Loomis Sayles Growth Fund,695.9788450125704
1645,Fidelity Advisor® Equity Growth Fund,Lord Abbett Growth Leaders Fund,715.1047323258596
1646,Fidelity Advisor® Equity Growth Fund,MFS Massachusetts Investors Gr Stk Fund,687.5878022621336
1647,Fidelity Advisor® Equity Growth Fund,MainStay WMC Growth Fd,666.3225844243904
1648,Fidelity Advisor® Equity Growth Fund,Morgan Stanley Insight Fund,1135.353762096631
1649,Fidelity Advisor® Equity Growth Fund,Neuberger Berman Large Cap Growth Fund,613.7212007498307
1650,Fidelity Advisor® Equity Growth Fund,Nuveen Winslow Large-Cap Growth ESG Fund,561.4657819530163
1651,Fidelity Advisor® Equity Growth Fund,Optimum Large Cap Growth Fund,567.2085535656416
1652,Fidelity Advisor® Equity Growth Fund,PACE Large Co Growth Equity Invmt,784.1128762534217
1653,Fidelity Advisor® Equity Growth Fund,PGIM Jennison Blend Fund,657.4114978392874
1654,Fidelity Advisor® Equity Growth Fund,PGIM Jennison Growth Fund,614.6679079708528
1655,Fidelity Advisor® Equity Growth Fund,Pioneer Disciplined Growth Fund,501.6591798215768
1656,Fidelity Advisor® Equity Growth Fund,Pioneer Fundamental Growth Fund,745.7766663975654
1657,Fidelity Advisor® Equity Growth Fund,Polen Growth Fund,586.8310581746514
1658,Fidelity Advisor® Equity Growth Fund,PrimeCap Odyssey Growth Fund,759.7455647676799
1659,Fidelity Advisor® Equity Growth Fund,Principal LargeCap Growth Fund I,649.9606985587075
1660,Fidelity Advisor® Equity Growth Fund,Putnam Large Cap Growth Fund,521.3657809648174
1661,Fidelity Advisor® Equity Growth Fund,Putnam Sustainable Leaders Fund,524.4193015215006
1662,Fidelity Advisor® Equity Growth Fund,SEI Large Cap Growth (SIMT) Fund,770.5172233085635
1663,Fidelity Advisor® Equity Growth Fund,Schwab Select Large Cap Growth Fund,550.558667546711
1664,Fidelity Advisor® Equity Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,732.0495249451121
1665,Fidelity Advisor® Equity Growth Fund,TCW Select Equities Fund,605.6127570168244
1666,Fidelity Advisor® Equity Growth Fund,TIAA-CREF Large-Cap Growth Fund,786.2874797667625
1667,Fidelity Advisor® Equity Growth Fund,Thrivent Large Cap Growth Fund,516.5568009441453
1668,Fidelity Advisor® Equity Growth Fund,Transamerica Capital Growth Fund,1016.4405530959513
1669,Fidelity Advisor® Equity Growth Fund,Transamerica US Growth,649.7745043678752
1670,Fidelity Advisor® Equity Growth Fund,VALIC Company I Growth Fund,523.0983883193505
1671,Fidelity Advisor® Equity Growth Fund,VY® T. Rowe Price Growth Equity Port,498.2252321512571
1672,Fidelity Advisor® Equity Growth Fund,Vanguard US Growth Portfolio,728.2658281152897
1673,Fidelity Advisor® Equity Growth Fund,Victory Aggressive Growth,700.5145106965856
1674,Fidelity Advisor® Equity Growth Fund,Victory Growth,717.6849164709253
1675,Fidelity Advisor® Equity Growth Fund,Voya Large Cap Growth Port,827.396753124966
1676,Fidelity Advisor® Equity Growth Fund,Wedgewood Fund,843.7674017447093
1677,Fidelity Advisor® Growth Opps Fd,Fidelity® Capital Appreciation Fund,762.864455613995
1678,Fidelity Advisor® Growth Opps Fd,Fidelity® Focused Stock Fund,1041.024542833569
1679,Fidelity Advisor® Growth Opps Fd,Fidelity® Growth Discovery Fund,671.054233957132
1680,Fidelity Advisor® Growth Opps Fd,Fidelity® Large Cap Growth Enh Idx Fd,766.6309439151356
1681,Fidelity Advisor® Growth Opps Fd,Fidelity® Trend Fund,801.1787945250259
1682,Fidelity Advisor® Growth Opps Fd,GuideStone Funds Growth Equity Fund,783.3311265641933
1683,Fidelity Advisor® Growth Opps Fd,Hartford Growth Opportunities Fund,892.0211904718705
1684,Fidelity Advisor® Growth Opps Fd,Invesco Capital Appreciation Fd,716.8553189322536
1685,Fidelity Advisor® Growth Opps Fd,Invesco Summit Fund,675.6159859124267
1686,Fidelity Advisor® Growth Opps Fd,JHFunds2 Capital Appreciation Fund,741.5811254253583
1687,Fidelity Advisor® Growth Opps Fd,JHancock Blue Chip Growth Fund,763.9933331250635
1688,Fidelity Advisor® Growth Opps Fd,JHancock US Global Leaders Growth Fund,957.8079781442726
