,Fund1,Fund2,DTW_distance
328,Alger Spectra Fund,Fidelity® Trend Fund,559.900542805657
329,Alger Spectra Fund,GuideStone Funds Growth Equity Fund,530.932684587999
330,Alger Spectra Fund,Hartford Growth Opportunities Fund,663.4644788641574
331,Alger Spectra Fund,Invesco Capital Appreciation Fd,529.821053307759
332,Alger Spectra Fund,Invesco Summit Fund,599.6408440830742
333,Alger Spectra Fund,JHFunds2 Capital Appreciation Fund,758.860386322258
334,Alger Spectra Fund,JHancock Blue Chip Growth Fund,577.9062383984711
335,Alger Spectra Fund,JHancock US Global Leaders Growth Fund,760.0790670804184
336,Alger Spectra Fund,JNL/BlackRock Large Cap Select Growth Fd,513.6527292283868
337,Alger Spectra Fund,JNL/T. Rowe Price Established Growth Fd,580.9183088866108
338,Alger Spectra Fund,Jackson Square Large Cap Growth Fd,777.5653363711127
339,Alger Spectra Fund,Janus Henderson Forty Fund,581.5484793711823
340,Alger Spectra Fund,Janus Henderson Research Fund,472.7006117191432
341,Alger Spectra Fund,John Hancock Funds III U.S. Growth Fd,644.7708068644552
342,Alger Spectra Fund,Loomis Sayles Growth Fund,627.713771620204
343,Alger Spectra Fund,Lord Abbett Growth Leaders Fund,657.7155860596628
344,Alger Spectra Fund,MFS Massachusetts Investors Gr Stk Fund,687.1737448332897
345,Alger Spectra Fund,MainStay WMC Growth Fd,597.672135860404
346,Alger Spectra Fund,Morgan Stanley Insight Fund,1161.9582643994218
347,Alger Spectra Fund,Neuberger Berman Large Cap Growth Fund,688.4737707718881
348,Alger Spectra Fund,Nuveen Winslow Large-Cap Growth ESG Fund,531.3758175741044
349,Alger Spectra Fund,Optimum Large Cap Growth Fund,567.1686241666915
350,Alger Spectra Fund,PACE Large Co Growth Equity Invmt,649.6522419090236
351,Alger Spectra Fund,PGIM Jennison Blend Fund,721.9597548771706
352,Alger Spectra Fund,PGIM Jennison Growth Fund,592.4523197169988
353,Alger Spectra Fund,Pioneer Disciplined Growth Fund,601.4533259549073
354,Alger Spectra Fund,Pioneer Fundamental Growth Fund,805.7941467355957
355,Alger Spectra Fund,Polen Growth Fund,522.2448768325066
356,Alger Spectra Fund,PrimeCap Odyssey Growth Fund,789.3849298160953
357,Alger Spectra Fund,Principal LargeCap Growth Fund I,632.0652302874588
358,Alger Spectra Fund,Putnam Large Cap Growth Fund,582.3676983844416
359,Alger Spectra Fund,Putnam Sustainable Leaders Fund,624.8819252117144
360,Alger Spectra Fund,SEI Large Cap Growth (SIMT) Fund,677.337657649625
361,Alger Spectra Fund,Schwab Select Large Cap Growth Fund,610.6112597033242
362,Alger Spectra Fund,T. Rowe Price Instl Large Cap Core Gr Fd,577.6733048349083
363,Alger Spectra Fund,TCW Select Equities Fund,625.9303654544367
364,Alger Spectra Fund,TIAA-CREF Large-Cap Growth Fund,711.7074179306827
365,Alger Spectra Fund,Thrivent Large Cap Growth Fund,512.2055361170383
366,Alger Spectra Fund,Transamerica Capital Growth Fund,1012.6657323640912
367,Alger Spectra Fund,Transamerica US Growth,690.2954235973968
368,Alger Spectra Fund,VALIC Company I Growth Fund,644.9071350690533
369,Alger Spectra Fund,VY® T. Rowe Price Growth Equity Port,633.9497654431012
370,Alger Spectra Fund,Vanguard US Growth Portfolio,652.1140897604256
371,Alger Spectra Fund,Victory Aggressive Growth,617.5612407357925
372,Alger Spectra Fund,Victory Growth,579.6881955136306
373,Alger Spectra Fund,Voya Large Cap Growth Port,631.7308455121404
374,Alger Spectra Fund,Wedgewood Fund,781.2559716486131
375,Allspring Growth Fund,Allspring Large Cap Growth Fund,583.8771486325464
376,Allspring Growth Fund,Allspring Premier Large Company GrFd,632.4064682269832
377,Allspring Growth Fund,American Century NT Growth Fund,652.1555947981564
378,Allspring Growth Fund,American Century Select Fund,639.1774545949713
379,Allspring Growth Fund,BNY Mellon Research Growth Fund,665.1031874857495
380,Allspring Growth Fund,BlackRock Capital Appreciation Fund,481.727149104771
381,Allspring Growth Fund,BlackRock Large Cap Focus Growth Fund,313.21531707471206
382,Allspring Growth Fund,Calamos Growth Fund,855.6091816608231
383,Allspring Growth Fund,Calvert Equity Fund,1008.8194946374329
384,Allspring Growth Fund,ClearBridge Large Cap Growth Fund,532.8091648969927
385,Allspring Growth Fund,Columbia Large Cap Growth Fund,506.19612610795144
386,Allspring Growth Fund,Columbia Large Cap Growth Opportunity Fd,700.491827534332
387,Allspring Growth Fund,Columbia Select Large Cap Growth Fund,1234.9053210398806
388,Allspring Growth Fund,DWS Capital Growth Fund,590.6626578046067
389,Allspring Growth Fund,Delaware Ivy Accumulative Fund,901.4224930404317
390,Allspring Growth Fund,Delaware Ivy Large Cap Growth Fund,613.7887152776203
391,Allspring Growth Fund,Edgewood Growth Fund,552.3959642971521
392,Allspring Growth Fund,Elfun Trusts,1175.8120835607638
393,Allspring Growth Fund,Federated Hermes Kaufmann Lrg Cp Fd,536.8293120460222
394,Allspring Growth Fund,Fidelity Advisor® Equity Growth Fund,552.0890443894298
395,Allspring Growth Fund,Fidelity Advisor® Growth Opps Fd,692.6654338864632
396,Allspring Growth Fund,Fidelity® Capital Appreciation Fund,328.10127192350274
397,Allspring Growth Fund,Fidelity® Focused Stock Fund,787.8568605610599
398,Allspring Growth Fund,Fidelity® Growth Discovery Fund,562.3106837201461
399,Allspring Growth Fund,Fidelity® Large Cap Growth Enh Idx Fd,396.15642040221957
400,Allspring Growth Fund,Fidelity® Trend Fund,577.4494203861507
401,Allspring Growth Fund,GuideStone Funds Growth Equity Fund,624.9143807473536
402,Allspring Growth Fund,Hartford Growth Opportunities Fund,648.1669825753052
403,Allspring Growth Fund,Invesco Capital Appreciation Fd,536.8679236135592
404,Allspring Growth Fund,Invesco Summit Fund,494.56472697455496
405,Allspring Growth Fund,JHFunds2 Capital Appreciation Fund,529.1833909450667
406,Allspring Growth Fund,JHancock Blue Chip Growth Fund,609.8172905681724
407,Allspring Growth Fund,JHancock US Global Leaders Growth Fund,731.3492175836095
408,Allspring Growth Fund,JNL/BlackRock Large Cap Select Growth Fd,387.77307598287103
409,Allspring Growth Fund,JNL/T. Rowe Price Established Growth Fd,474.76930806498393
410,Allspring Growth Fund,Jackson Square Large Cap Growth Fd,788.0497657754472
411,Allspring Growth Fund,Janus Henderson Forty Fund,478.87125038424574
412,Allspring Growth Fund,Janus Henderson Research Fund,416.96071479246774
413,Allspring Growth Fund,John Hancock Funds III U.S. Growth Fd,554.1582166097
414,Allspring Growth Fund,Loomis Sayles Growth Fund,456.4858712887748
415,Allspring Growth Fund,Lord Abbett Growth Leaders Fund,607.501766561984
416,Allspring Growth Fund,MFS Massachusetts Investors Gr Stk Fund,636.5176120419636
417,Allspring Growth Fund,MainStay WMC Growth Fd,412.28667773086386
418,Allspring Growth Fund,Morgan Stanley Insight Fund,889.4748059082422
419,Allspring Growth Fund,Neuberger Berman Large Cap Growth Fund,610.409130950514
420,Allspring Growth Fund,Nuveen Winslow Large-Cap Growth ESG Fund,395.99304648180413
421,Allspring Growth Fund,Optimum Large Cap Growth Fund,472.30154989579006
422,Allspring Growth Fund,PACE Large Co Growth Equity Invmt,652.4392234025447
423,Allspring Growth Fund,PGIM Jennison Blend Fund,481.0241987914182
424,Allspring Growth Fund,PGIM Jennison Growth Fund,660.2385914951857
425,Allspring Growth Fund,Pioneer Disciplined Growth Fund,476.140855382149
426,Allspring Growth Fund,Pioneer Fundamental Growth Fund,712.7220643287282
427,Allspring Growth Fund,Polen Growth Fund,500.2297065779263
428,Allspring Growth Fund,PrimeCap Odyssey Growth Fund,671.1630787140425
429,Allspring Growth Fund,Principal LargeCap Growth Fund I,320.7909980380068
430,Allspring Growth Fund,Putnam Large Cap Growth Fund,485.74968150096413
431,Allspring Growth Fund,Putnam Sustainable Leaders Fund,620.6438300598912
432,Allspring Growth Fund,SEI Large Cap Growth (SIMT) Fund,729.5331657636538
433,Allspring Growth Fund,Schwab Select Large Cap Growth Fund,433.0265712677127
434,Allspring Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,566.8324016467432
435,Allspring Growth Fund,TCW Select Equities Fund,521.5941225788788
436,Allspring Growth Fund,TIAA-CREF Large-Cap Growth Fund,812.69410163116
437,Allspring Growth Fund,Thrivent Large Cap Growth Fund,346.40945903721433
438,Allspring Growth Fund,Transamerica Capital Growth Fund,803.1540972683728
439,Allspring Growth Fund,Transamerica US Growth,795.5839460158854
440,Allspring Growth Fund,VALIC Company I Growth Fund,461.21571258372524
441,Allspring Growth Fund,VY® T. Rowe Price Growth Equity Port,669.058267741227
442,Allspring Growth Fund,Vanguard US Growth Portfolio,594.6110778504299
443,Allspring Growth Fund,Victory Aggressive Growth,567.2298915328862
444,Allspring Growth Fund,Victory Growth,625.2953901381745
445,Allspring Growth Fund,Voya Large Cap Growth Port,643.3016079097533
446,Allspring Growth Fund,Wedgewood Fund,781.6270714828406
447,Allspring Large Cap Growth Fund,Allspring Premier Large Company GrFd,574.0388738239253
448,Allspring Large Cap Growth Fund,American Century NT Growth Fund,752.2917015311311
449,Allspring Large Cap Growth Fund,American Century Select Fund,519.5540612675885
450,Allspring Large Cap Growth Fund,BNY Mellon Research Growth Fund,474.5987300123574
451,Allspring Large Cap Growth Fund,BlackRock Capital Appreciation Fund,582.7299205745314
452,Allspring Large Cap Growth Fund,BlackRock Large Cap Focus Growth Fund,510.57993413103685
453,Allspring Large Cap Growth Fund,Calamos Growth Fund,692.0917485716825
454,Allspring Large Cap Growth Fund,Calvert Equity Fund,1018.796656645324
455,Allspring Large Cap Growth Fund,ClearBridge Large Cap Growth Fund,661.9148456529384
456,Allspring Large Cap Growth Fund,Columbia Large Cap Growth Fund,507.91287042500807
457,Allspring Large Cap Growth Fund,Columbia Large Cap Growth Opportunity Fd,469.8991069367684
458,Allspring Large Cap Growth Fund,Columbia Select Large Cap Growth Fund,1414.6226163808765
459,Allspring Large Cap Growth Fund,DWS Capital Growth Fund,554.9547732264065
460,Allspring Large Cap Growth Fund,Delaware Ivy Accumulative Fund,709.4108165207853
461,Allspring Large Cap Growth Fund,Delaware Ivy Large Cap Growth Fund,630.6486464864795
462,Allspring Large Cap Growth Fund,Edgewood Growth Fund,878.5633399452016
463,Allspring Large Cap Growth Fund,Elfun Trusts,1083.892545974498
464,Allspring Large Cap Growth Fund,Federated Hermes Kaufmann Lrg Cp Fd,623.9614954439484
465,Allspring Large Cap Growth Fund,Fidelity Advisor® Equity Growth Fund,687.0376010344237
466,Allspring Large Cap Growth Fund,Fidelity Advisor® Growth Opps Fd,890.4658681570277
467,Allspring Large Cap Growth Fund,Fidelity® Capital Appreciation Fund,538.2819231766647
468,Allspring Large Cap Growth Fund,Fidelity® Focused Stock Fund,722.7621895990594
469,Allspring Large Cap Growth Fund,Fidelity® Growth Discovery Fund,578.5349369047351
470,Allspring Large Cap Growth Fund,Fidelity® Large Cap Growth Enh Idx Fd,682.2795587016598
471,Allspring Large Cap Growth Fund,Fidelity® Trend Fund,609.7397801894938
472,Allspring Large Cap Growth Fund,GuideStone Funds Growth Equity Fund,502.14453500819684
473,Allspring Large Cap Growth Fund,Hartford Growth Opportunities Fund,1019.8787679144496
474,Allspring Large Cap Growth Fund,Invesco Capital Appreciation Fd,545.9512491552499
475,Allspring Large Cap Growth Fund,Invesco Summit Fund,506.7371182441646
476,Allspring Large Cap Growth Fund,JHFunds2 Capital Appreciation Fund,743.9618059981958
477,Allspring Large Cap Growth Fund,JHancock Blue Chip Growth Fund,631.9393516064205
478,Allspring Large Cap Growth Fund,JHancock US Global Leaders Growth Fund,582.7497391217555
479,Allspring Large Cap Growth Fund,JNL/BlackRock Large Cap Select Growth Fd,523.3606899685325
480,Allspring Large Cap Growth Fund,JNL/T. Rowe Price Established Growth Fd,677.7821845831825
481,Allspring Large Cap Growth Fund,Jackson Square Large Cap Growth Fd,600.5964589033247
482,Allspring Large Cap Growth Fund,Janus Henderson Forty Fund,637.4977884487726
483,Allspring Large Cap Growth Fund,Janus Henderson Research Fund,564.872433887398
484,Allspring Large Cap Growth Fund,John Hancock Funds III U.S. Growth Fd,595.588460776759
485,Allspring Large Cap Growth Fund,Loomis Sayles Growth Fund,658.4926248772082
486,Allspring Large Cap Growth Fund,Lord Abbett Growth Leaders Fund,849.3051053662944
487,Allspring Large Cap Growth Fund,MFS Massachusetts Investors Gr Stk Fund,602.3269104330824
488,Allspring Large Cap Growth Fund,MainStay WMC Growth Fd,464.6531429272117
489,Allspring Large Cap Growth Fund,Morgan Stanley Insight Fund,1422.5338560409814
490,Allspring Large Cap Growth Fund,Neuberger Berman Large Cap Growth Fund,701.6853371220253
491,Allspring Large Cap Growth Fund,Nuveen Winslow Large-Cap Growth ESG Fund,362.8914666004431
492,Allspring Large Cap Growth Fund,Optimum Large Cap Growth Fund,422.53554013411286
493,Allspring Large Cap Growth Fund,PACE Large Co Growth Equity Invmt,450.5874560625436
494,Allspring Large Cap Growth Fund,PGIM Jennison Blend Fund,504.8818650969737
495,Allspring Large Cap Growth Fund,PGIM Jennison Growth Fund,816.4755509634685
496,Allspring Large Cap Growth Fund,Pioneer Disciplined Growth Fund,516.9580756806271
497,Allspring Large Cap Growth Fund,Pioneer Fundamental Growth Fund,873.0614318318397
498,Allspring Large Cap Growth Fund,Polen Growth Fund,776.0649124218291
499,Allspring Large Cap Growth Fund,PrimeCap Odyssey Growth Fund,824.6214319799446
500,Allspring Large Cap Growth Fund,Principal LargeCap Growth Fund I,612.6104783276242
501,Allspring Large Cap Growth Fund,Putnam Large Cap Growth Fund,617.1247502834004
502,Allspring Large Cap Growth Fund,Putnam Sustainable Leaders Fund,498.4834417737841
503,Allspring Large Cap Growth Fund,SEI Large Cap Growth (SIMT) Fund,530.4944988055986
504,Allspring Large Cap Growth Fund,Schwab Select Large Cap Growth Fund,571.7244461426496
505,Allspring Large Cap Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,531.506111454909
506,Allspring Large Cap Growth Fund,TCW Select Equities Fund,693.3007928115684
507,Allspring Large Cap Growth Fund,TIAA-CREF Large-Cap Growth Fund,777.2085169701415
508,Allspring Large Cap Growth Fund,Thrivent Large Cap Growth Fund,588.0964257496513
509,Allspring Large Cap Growth Fund,Transamerica Capital Growth Fund,1280.7128205146273
510,Allspring Large Cap Growth Fund,Transamerica US Growth,536.4725241829985
511,Allspring Large Cap Growth Fund,VALIC Company I Growth Fund,459.6595493020811
512,Allspring Large Cap Growth Fund,VY® T. Rowe Price Growth Equity Port,536.8802027609358
513,Allspring Large Cap Growth Fund,Vanguard US Growth Portfolio,573.9019444236499
514,Allspring Large Cap Growth Fund,Victory Aggressive Growth,506.1118406367834
515,Allspring Large Cap Growth Fund,Victory Growth,596.9248463065845
516,Allspring Large Cap Growth Fund,Voya Large Cap Growth Port,813.9872801672626
517,Allspring Large Cap Growth Fund,Wedgewood Fund,651.4782431102179
518,Allspring Premier Large Company GrFd,American Century NT Growth Fund,947.2343240066522
519,Allspring Premier Large Company GrFd,American Century Select Fund,794.8137384156561
520,Allspring Premier Large Company GrFd,BNY Mellon Research Growth Fund,681.5992178098617
521,Allspring Premier Large Company GrFd,BlackRock Capital Appreciation Fund,664.1920676465224
522,Allspring Premier Large Company GrFd,BlackRock Large Cap Focus Growth Fund,743.8424752966079
523,Allspring Premier Large Company GrFd,Calamos Growth Fund,982.0368526616338
524,Allspring Premier Large Company GrFd,Calvert Equity Fund,820.1000444507214
525,Allspring Premier Large Company GrFd,ClearBridge Large Cap Growth Fund,820.0326120483437
526,Allspring Premier Large Company GrFd,Columbia Large Cap Growth Fund,576.4160387201194
527,Allspring Premier Large Company GrFd,Columbia Large Cap Growth Opportunity Fd,702.7290753467651
528,Allspring Premier Large Company GrFd,Columbia Select Large Cap Growth Fund,1272.267739527622
529,Allspring Premier Large Company GrFd,DWS Capital Growth Fund,618.5526789526574
530,Allspring Premier Large Company GrFd,Delaware Ivy Accumulative Fund,929.7088305825773
531,Allspring Premier Large Company GrFd,Delaware Ivy Large Cap Growth Fund,747.8797034708927
532,Allspring Premier Large Company GrFd,Edgewood Growth Fund,825.4963260034158
533,Allspring Premier Large Company GrFd,Elfun Trusts,1135.8863633430865
534,Allspring Premier Large Company GrFd,Federated Hermes Kaufmann Lrg Cp Fd,663.0926364605066
535,Allspring Premier Large Company GrFd,Fidelity Advisor® Equity Growth Fund,647.1025308374416
536,Allspring Premier Large Company GrFd,Fidelity Advisor® Growth Opps Fd,863.5550178587065
537,Allspring Premier Large Company GrFd,Fidelity® Capital Appreciation Fund,782.9731101132784
538,Allspring Premier Large Company GrFd,Fidelity® Focused Stock Fund,687.7385779364921
539,Allspring Premier Large Company GrFd,Fidelity® Growth Discovery Fund,620.3834304577396
540,Allspring Premier Large Company GrFd,Fidelity® Large Cap Growth Enh Idx Fd,815.3727245617405
541,Allspring Premier Large Company GrFd,Fidelity® Trend Fund,546.1590175417332
542,Allspring Premier Large Company GrFd,GuideStone Funds Growth Equity Fund,563.9505677966453
543,Allspring Premier Large Company GrFd,Hartford Growth Opportunities Fund,848.415697286192
544,Allspring Premier Large Company GrFd,Invesco Capital Appreciation Fd,541.2580427522921
545,Allspring Premier Large Company GrFd,Invesco Summit Fund,530.1953483144028
546,Allspring Premier Large Company GrFd,JHFunds2 Capital Appreciation Fund,523.5494506395082
547,Allspring Premier Large Company GrFd,JHancock Blue Chip Growth Fund,576.5409311291609
548,Allspring Premier Large Company GrFd,JHancock US Global Leaders Growth Fund,857.7924433450171
549,Allspring Premier Large Company GrFd,JNL/BlackRock Large Cap Select Growth Fd,603.0112675242774
550,Allspring Premier Large Company GrFd,JNL/T. Rowe Price Established Growth Fd,633.5108718521582
551,Allspring Premier Large Company GrFd,Jackson Square Large Cap Growth Fd,655.1515455593958
